cluster,style_name,team_count,TS_pct_mean,TS_pct_median,TS_pct_std,eFG_pct_mean,eFG_pct_median,eFG_pct_std,pace_proxy_mean,pace_proxy_median,pace_proxy_std,REB_per_game_mean,REB_per_game_median,REB_per_game_std,OREB_per_game_mean,OREB_per_game_median,OREB_per_game_std,AST_to_TOV_mean,AST_to_TOV_median,AST_to_TOV_std,STL_per_game_mean,STL_per_game_median,STL_per_game_std,BLK_per_game_mean,BLK_per_game_median,BLK_per_game_std
0,Balanced,331,5.0408335943073865,4.151702652416598,6.306425049121842,0.5678371978021335,0.0,1.5290100426815114,3.0671717513243157,0.0,8.68528727231755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Balanced,22,5.162482780370117,3.4919822679622197,4.007206724581798,15.197510520177842,13.107007575757576,6.976362287705902,3.2051565721395394,3.0666666666666664,1.125889336347887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Balanced,1174,0.5412794481350511,0.5396295787754481,0.027083840207984947,0.4989965578032003,0.4964503287510368,0.02969478897491476,83.77273152997732,83.68990384615384,4.988464556084432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
