season,team,Games,PTS_per_game,FGA_per_game,FG3A_per_game,pct_3PA,FTA_per_game,pct_FTA,FG_pct,FG3_pct,FT_pct,eFG_pct,TS_pct,REB_per_game,OREB_per_game,DREB_per_game,AST_per_game,TOV_per_game,AST_to_TOV,STL_per_game,BLK_per_game,pace_proxy,cluster,pc1,pc2
1984-1985,BOS,98,114.37755102040816,89.15306122448979,1.1938775510204083,0.013391324253176148,28.73469387755102,0.3223074281790088,0.5036053565297013,1.1367521367521367,0.8082386363636364,0.5112166647590706,0.5617960633678293,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.15306122448979,2,-0.039782951122622284,-0.06005690864833263
1984-1985,CHI,68,108.45588235294117,83.54411764705883,0.5,0.005984861820102095,31.191176470588236,0.37334976236578066,0.5000880126738251,0.7647058823529411,0.785950023573786,0.5023763421932759,0.557509252763734,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.54411764705883,2,-0.30628296048260684,-0.3538450007041694
1984-1985,CLE,70,109.17142857142858,89.32857142857142,0.38571428571428573,0.004317927394850472,31.32857142857143,0.3507116584039661,0.47305293459139613,3.1481481481481484,0.7482900136798906,0.47984967215736446,0.5293768841993262,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.32857142857142,2,-0.053937728033324424,-0.017123876501879146
1984-1985,DAL,78,111.53846153846153,88.74358974358974,0.44871794871794873,0.005056342097659636,28.78205128205128,0.32432822883559664,0.4887315804680728,4.285714285714286,0.7946547884187083,0.49956659924877206,0.5499506940757035,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.74358974358974,2,0.012144393986497812,0.2083880465001118
1984-1985,DEN,83,120.36144578313252,97.79518072289157,0.8795180722891566,0.008993470494024887,31.63855421686747,0.3235185413330048,0.48429222619194284,1.095890410958904,0.7798933739527799,0.4892201552297647,0.5386931595135692,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,97.79518072289157,2,0.06414973631616315,-0.1077631704661024
1984-1985,GSW,64,110.203125,91.84375,0.109375,0.0011908812521265737,32.15625,0.35011908812521264,0.45797890438924804,11.857142857142858,0.7706511175898931,0.46503912895542704,0.5198628440691558,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.84375,2,0.34062672801598637,1.0257866917330598
1984-1985,HOU,62,109.43548387096774,91.61290322580645,0.45161290322580644,0.004929577464788733,26.596774193548388,0.2903169014084507,0.4948943661971831,1.1428571428571428,0.6858702243784112,0.4977112676056338,0.5296180193456934,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.61290322580645,2,-0.038614055238127755,-0.1768243907989818
1984-1985,IND,29,106.17241379310344,90.34482758620689,0.4827586206896552,0.0053435114503816794,29.862068965517242,0.33053435114503815,0.4637404580152672,0.42857142857142855,0.7424942263279446,0.4648854961832061,0.5129888305387466,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,90.34482758620689,2,-0.18634017705707961,-0.4821196176143255
1984-1985,LAC,53,107.52830188679245,86.98113207547169,0.1320754716981132,0.0015184381778741865,27.90566037735849,0.320824295010846,0.4924078091106291,5.428571428571429,0.7579445571331981,0.496529284164859,0.5416517765493959,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.98113207547169,2,-0.023853244540726723,0.23420310066946767
1984-1985,LAL,55,118.07272727272728,88.49090909090908,0.6,0.006780357509759606,28.545454545454547,0.3225806451612903,0.5372919663036778,1.8484848484848484,0.7662420382165606,0.5435586603657284,0.5842239735147,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.49090909090908,2,-0.1856719562077186,-0.14269900752436265
1984-1985,MIL,51,110.96078431372548,87.17647058823529,0.8627450980392157,0.009896536212325686,30.235294117647058,0.3468286099865047,0.49617633828160146,1.3409090909090908,0.7704280155642024,0.5028115159694108,0.5521535843636818,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.17647058823529,2,-0.2006275400083102,-0.28299951253101757
1984-1985,NYK,35,108.62857142857143,86.85714285714286,0.5428571428571428,0.00625,28.82857142857143,0.3319078947368421,0.4990131578947368,1.0526315789473684,0.7413280475718533,0.5023026315789474,0.5456434631855704,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.85714285714286,2,-0.24495101949166787,-0.37301515898259185
1984-1985,PHI,28,113.57142857142857,84.64285714285714,2.1785714285714284,0.025738396624472575,33.535714285714285,0.3962025316455696,0.5059071729957806,0.2459016393442623,0.8168264110756124,0.5090717299578059,0.57129306256198,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.64285714285714,2,-0.33440100286275953,-0.5321913361189712
1984-1985,PHX,31,108.35483870967742,88.64516129032258,0.0,0.0,28.193548387096776,0.3180494905385735,0.4836244541484716,0.0,0.7631578947368421,0.4898107714701601,0.5361429629440457,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.64516129032258,2,-0.27588373598477994,-0.5168543966395157
1984-1985,POR,25,117.4,91.76,0.0,0.0,32.56,0.3548387096774194,0.5034873583260681,0.0,0.7457002457002457,0.5074106364428945,0.5533225748069498,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.76,2,-0.3196615378262121,-0.567557234962763
1984-1985,SAC,21,114.19047619047619,88.47619047619048,0.0,0.0,32.666666666666664,0.36921420882669537,0.4983853606027987,0.0,0.7711370262390671,0.5029601722282023,0.5551337136084153,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.47619047619048,2,-0.39670366908777094,-0.6222628920043384
1984-1985,SAS,15,107.33333333333333,87.06666666666666,0.0,0.0,29.866666666666667,0.3430321592649311,0.48545176110260335,0.0,0.7477678571428571,0.48813169984686067,0.535552717015275,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.06666666666666,2,-0.36616023603149944,-0.6250668754223416
1984-1985,SEA,9,103.77777777777777,86.11111111111111,0.0,0.0,27.11111111111111,0.31483870967741934,0.47096774193548385,0.0,0.8155737704918032,0.47419354838709676,0.5292624325672062,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.11111111111111,2,-0.34727586928300447,-0.6198843696679003
1984-1985,UTA,4,106.25,88.0,0.0,0.0,28.25,0.3210227272727273,0.4744318181818182,0.0,0.7433628318584071,0.484375,0.5289754057552524,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.0,2,-0.33651966120547266,-0.635347192730127
1984-1985,WSB,6,111.33333333333333,93.83333333333333,0.0,0.0,25.0,0.2664298401420959,0.48845470692717585,0.0,0.6866666666666666,0.5017761989342806,0.5310015898251192,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,93.83333333333333,2,-0.17135087071693256,-0.4987133513849086
1985-1986,ATL,91,108.84615384615384,85.9010989010989,2.076923076923077,0.02417807342970449,32.89010989010989,0.3828834591275425,0.4909811948317769,0.20634920634920634,0.7317073170731707,0.4934757579634131,0.542209697479286,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.9010989010989,2,-0.1310453443919987,-0.28817257360029336
1985-1986,BKN,41,108.48780487804878,88.07317073170732,2.5609756097560976,0.029077817779008586,27.48780487804878,0.31210191082802546,0.49515369703683193,0.2,0.7551020408163265,0.4980614788147328,0.5415303101137603,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.07317073170732,2,-0.08356057362862004,-0.34849711581893117
1985-1986,BOS,89,114.31460674157303,89.17977528089888,5.078651685393258,0.056948469194909916,27.89887640449438,0.3128386040065516,0.5064885977069422,0.3606194690265487,0.7937978252114378,0.5167569610684137,0.5633743543399871,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.17977528089888,2,0.17693514056272125,-0.033670830864424725
1985-1986,CHI,64,110.234375,87.75,3.703125,0.042200854700854704,30.34375,0.3457977207977208,0.48896011396011396,0.29535864978902954,0.7687950566426365,0.4951923076923077,0.5451682100864234,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.75,2,-0.0069510413640414105,-0.2594819388070361
1985-1986,CLE,70,108.61428571428571,88.58571428571429,4.785714285714286,0.05402354458958233,28.928571428571427,0.3265602322206096,0.48040638606676345,0.3164179104477612,0.76,0.48895339461377196,0.5360265087422448,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.58571428571429,2,0.129665948683914,-0.16786908302209969
1985-1986,DAL,84,114.86904761904762,88.3452380952381,5.571428571428571,0.0630642770516103,31.857142857142858,0.36059830211561783,0.49966311817814313,0.33974358974358976,0.7750373692077728,0.5103759601131923,0.5610901512367359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.3452380952381,2,0.12753380616120744,-0.11801165552823564
1985-1986,DEN,78,114.6923076923077,95.5,3.730769230769231,0.039065646395489324,30.03846153846154,0.31453886427708416,0.46986172640622903,0.24742268041237114,0.7998292787025182,0.47469458987783597,0.5274813913338805,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,95.5,2,0.19757473744011764,-0.13965712141396433
1985-1986,GSW,64,113.84375,91.875,3.46875,0.03775510204081633,30.78125,0.33503401360544216,0.48554421768707484,0.32432432432432434,0.7634517766497462,0.49166666666666664,0.5399596845912136,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.875,2,0.05593451648954403,-0.2329270273513507
1985-1986,HOU,65,113.49230769230769,92.23076923076923,3.5076923076923077,0.03803169307756464,30.06153846153846,0.32593828190158464,0.49057547956630526,0.2675438596491228,0.7338792221084954,0.4956630525437865,0.5380932373999965,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,92.23076923076923,2,0.07812483796033941,-0.21699003724246357
1985-1986,IND,30,103.86666666666666,87.1,2.1666666666666665,0.024875621890547265,25.666666666666668,0.29468044393417525,0.4852659778032912,0.24615384615384617,0.7324675324675325,0.48832759280520477,0.5278135375025408,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.1,2,-0.10250242053681191,-0.3874565217703971
1985-1986,LAC,53,105.88679245283019,85.0,2.7735849056603774,0.03263041065482797,32.9622641509434,0.38779134295227524,0.46992230854605993,0.2585034013605442,0.7670291929021179,0.47413984461709213,0.5320762731147889,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.0,2,-0.16567431313039452,-0.42633403356966365
1985-1986,LAL,50,117.46,87.82,4.58,0.052152129355499885,30.08,0.34251878843088135,0.5256205875654748,0.35807860262008734,0.78125,0.5349578683671146,0.581167520325525,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.82,2,-0.024450839106180823,-0.24058195722932246
1985-1986,MIL,57,114.57894736842105,87.59649122807018,4.508771929824562,0.05147206088523933,32.96491228070175,0.3763268576006409,0.5035049068696175,0.35797665369649806,0.7519957424161788,0.5127178049268977,0.5611056126025815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.59649122807018,2,-0.03149425217724111,-0.2840025652004766
1985-1986,NYK,35,98.34285714285714,85.08571428571429,2.742857142857143,0.03223640026863667,26.37142857142857,0.3099395567494963,0.4657488247145735,0.3333333333333333,0.6879739978331527,0.47112155809267964,0.5085517062042717,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.08571428571429,2,-0.06902522472939988,-0.38348811908147223
1985-1986,PHI,29,109.17241379310344,85.13793103448276,2.896551724137931,0.03402187120291616,35.06896551724138,0.41190765492102066,0.479951397326853,0.25,0.7620452310717798,0.4842041312272175,0.5427775949089313,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.13793103448276,2,-0.25460281288142955,-0.5427062708596303
1985-1986,PHX,31,109.38709677419355,82.2258064516129,1.967741935483871,0.0239309533150255,32.87096774193548,0.39976461357395054,0.5127500980776776,0.18032786885245902,0.7419038272816487,0.5149078069831307,0.5656644513838844,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.2258064516129,2,-0.37250752805511417,-0.5485494151166395
1985-1986,POR,25,113.08,89.08,2.88,0.032330489447687474,34.56,0.38796587337224964,0.4786708576560395,0.2222222222222222,0.7858796296296297,0.4822631342613381,0.5421608186685896,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.08,2,-0.18316188826961632,-0.5149959756068252
1985-1986,SAC,21,106.19047619047619,86.57142857142857,1.4285714285714286,0.0165016501650165,28.904761904761905,0.3338833883388339,0.4790979097909791,0.16666666666666666,0.7957166392092258,0.48047304730473045,0.5347516642047307,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.57142857142857,2,-0.24375787624158435,-0.5212978835330238
1985-1986,SAS,15,108.33333333333333,84.4,1.8,0.02132701421800948,31.8,0.3767772511848341,0.4960505529225908,0.25925925925925924,0.7589098532494759,0.49881516587677727,0.5505190123858308,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.4,2,-0.33583018133890025,-0.5788282978558467
1985-1986,SEA,9,104.88888888888889,83.77777777777777,2.2222222222222223,0.026525198938992044,30.333333333333332,0.3620689655172414,0.4827586206896552,0.25,0.7728937728937729,0.4860742705570292,0.5399716286093442,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.77777777777777,2,-0.2941515844724088,-0.5781677470479649
1985-1986,UTA,4,99.5,82.25,2.0,0.0243161094224924,30.5,0.3708206686930091,0.47720364741641336,0.125,0.680327868852459,0.4787234042553192,0.5200167241559528,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.25,2,-0.3290742301752009,-0.6483873869905924
1985-1986,WSB,6,113.83333333333333,94.5,3.6666666666666665,0.03880070546737213,33.666666666666664,0.3562610229276896,0.4708994708994709,0.22727272727272727,0.7128712871287128,0.47530864197530864,0.5206745136305422,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,94.5,2,-0.02440879265543264,-0.4998093207371407
1986-1987,ATL,91,109.06593406593407,86.23076923076923,5.010989010989011,0.05811138014527845,32.51648351648352,0.37708678475850643,0.4804383840958328,0.31140350877192985,0.7580263602568436,0.4894864279342424,0.5424113779052483,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.23076923076923,2,0.08465504955027932,-0.16140862293104297
1986-1987,BKN,42,109.80952380952381,86.45238095238095,5.309523809523809,0.06141558799228863,31.452380952380953,0.36381162214266044,0.48746901679977966,0.2914798206278027,0.7623012869038607,0.49641971908565136,0.5474521869599074,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.45238095238095,2,0.01053032798538458,-0.3180787758625301
1986-1987,BOS,99,112.71717171717172,85.60606060606061,6.7272727272727275,0.07858407079646018,27.242424242424242,0.3182300884955752,0.5157522123893805,0.3588588588588589,0.8075639599555061,0.5298525073746313,0.5774875590994527,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.60606060606061,2,0.23768175815865236,0.050248523995686675
1986-1987,CHI,64,105.46875,87.21875,3.71875,0.042637047653170904,28.4375,0.32604801146542456,0.47187388032963096,0.2647058823529412,0.7796703296703297,0.47751701898960947,0.5287648054145516,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.21875,2,0.03612367857580631,-0.24824364652942618
1986-1987,CLE,71,104.78873239436619,86.61971830985915,3.9014084507042255,0.04504065040650407,31.253521126760564,0.3608130081300813,0.4739837398373984,0.22382671480144403,0.6976115367282559,0.4790243902439024,0.5220056241896284,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.61971830985915,2,0.018393871439209973,-0.275019173283159
1986-1987,DAL,78,117.7051282051282,89.3076923076923,7.82051282051282,0.08756818834338215,34.12820512820513,0.38214183175423483,0.49282227964398506,0.3524590163934426,0.7888805409466566,0.5082543784094171,0.564131994966377,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.3076923076923,2,0.2433781978102249,-0.08972579470226881
1986-1987,DEN,71,117.46478873239437,97.36619718309859,4.746478873239437,0.04874873426876899,31.267605633802816,0.3211340951829886,0.4744683928829741,0.26706231454005935,0.7612612612612613,0.48097786778533197,0.528530507744176,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,97.36619718309859,2,0.26310309760358497,-0.12873276609069742
1986-1987,GSW,74,111.78378378378379,90.1891891891892,4.472972972972973,0.049595445010488466,29.986486486486488,0.3324842673059634,0.48201977824393166,0.31722054380664655,0.7809824245155476,0.4898861252622116,0.5406281534463738,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,90.1891891891892,2,0.12364865708228412,-0.16362993386339078
1986-1987,HOU,67,107.11940298507463,87.59701492537313,3.8507462686567164,0.0439597887203953,29.880597014925375,0.3411143295280286,0.47861645936275343,0.2558139534883721,0.7457542457542458,0.4842392230362924,0.5316390809910695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.59701492537313,2,0.03207604737405448,-0.2499403471511033
1986-1987,IND,30,103.9,89.93333333333334,3.7666666666666666,0.041882876204596,25.733333333333334,0.2861378799110452,0.4621942179392142,0.2743362831858407,0.7668393782383419,0.467939214232765,0.5130560164335941,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.93333333333334,2,0.07999432532473948,-0.3120221598475379
1986-1987,LAC,53,105.32075471698113,89.56603773584905,3.811320754716981,0.0425531914893617,30.79245283018868,0.34379608173583315,0.45670950073730776,0.24752475247524752,0.7328431372549019,0.46197598483252583,0.5106970071801328,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.56603773584905,2,0.05352148507821484,-0.3192220927593556
1986-1987,LAL,51,116.0,88.01960784313725,5.627450980392157,0.06393406103809311,31.50980392156863,0.35798618846068164,0.5063488527511695,0.30313588850174217,0.7983820784069695,0.516039206950323,0.5692752998414189,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.01960784313725,2,0.045632432005659924,-0.2404189912335481
1986-1987,MIL,51,111.6078431372549,88.31372549019608,7.0,0.07926287744227353,32.627450980392155,0.369449378330373,0.47824156305506216,0.2913165266106443,0.7692307692307693,0.4897868561278863,0.5435280816476197,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.31372549019608,2,0.16460868311112786,-0.22902562890666017
1986-1987,NYK,35,105.11428571428571,85.94285714285714,4.057142857142857,0.04720744680851064,28.314285714285713,0.32945478723404253,0.48271276595744683,0.38028169014084506,0.727547931382442,0.49168882978723405,0.5341111020777923,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.94285714285714,2,-0.027882112494725175,-0.3377405801031102
1986-1987,PHI,23,109.1304347826087,86.6086956521739,3.5217391304347827,0.04066265060240964,30.304347826086957,0.3498995983935743,0.4924698795180723,0.19753086419753085,0.763271162123386,0.4964859437751004,0.5459655106408896,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.6086956521739,2,-0.13362473257315458,-0.44677735126364965
1986-1987,PHX,31,109.7741935483871,87.41935483870968,3.225806451612903,0.03690036900369004,30.548387096774192,0.34944649446494463,0.4863468634686347,0.25,0.7835269271383316,0.49095940959409595,0.5441874448296596,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.41935483870968,2,-0.11990962514495275,-0.4192209397641244
1986-1987,POR,25,119.6,88.72,4.24,0.047790802524797116,36.24,0.4084761045987376,0.5081154192966637,0.3018867924528302,0.7770419426048565,0.5153291253381425,0.5713434022257552,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.72,2,-0.16597980979051316,-0.46516101389839754
1986-1987,SAC,21,113.57142857142857,91.23809523809524,4.190476190476191,0.04592901878914405,31.047619047619047,0.34029227557411273,0.48173277661795405,0.32954545454545453,0.7822085889570553,0.48930062630480164,0.5413367954677513,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.23809523809524,2,-0.006729675772685821,-0.38569174523955063
1986-1987,SAS,15,106.93333333333334,92.4,5.0,0.05411255411255411,27.333333333333332,0.2958152958152958,0.4595959595959596,0.25333333333333335,0.7585365853658537,0.46645021645021645,0.5120020429009193,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,92.4,2,0.15142609904066,-0.3327560651670526
1986-1987,SEA,9,106.66666666666667,87.22222222222223,6.666666666666667,0.07643312101910828,30.11111111111111,0.3452229299363057,0.4585987261146497,0.4,0.7970479704797048,0.47388535031847134,0.530832522339202,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.22222222222223,2,0.09499229549158937,-0.36987528272299797
1986-1987,UTA,4,110.25,98.0,6.5,0.0663265306122449,25.75,0.2627551020408163,0.45663265306122447,0.46153846153846156,0.6893203883495146,0.4719387755102041,0.5042074453489436,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,98.0,2,0.37116433574234287,-0.21494581552243047
1986-1987,WSB,9,100.22222222222223,86.11111111111111,3.2222222222222223,0.03741935483870968,30.0,0.34838709677419355,0.44516129032258067,0.2413793103448276,0.7592592592592593,0.44967741935483874,0.5045871559633027,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.11111111111111,2,-0.12492665427173726,-0.5405275474452048
1987-1988,ATL,94,107.94680851063829,86.36170212765957,3.574468085106383,0.04138950480413895,29.585106382978722,0.3425720620842572,0.4870657797487066,0.29464285714285715,0.7695073714491191,0.49316334072431633,0.5431059214442004,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.36170212765957,2,0.038181969288869154,-0.15034933403290576
1987-1988,BKN,42,101.28571428571429,83.42857142857143,5.666666666666667,0.06792237442922375,29.642857142857142,0.3553082191780822,0.4706050228310502,0.3067226890756303,0.7092369477911646,0.4810216894977169,0.5249518732415223,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.42857142857143,2,0.04266300368318654,-0.3151404926427162
1987-1988,BOS,86,112.31395348837209,84.09302325581395,8.5,0.10107853982300885,28.348837209302324,0.33711283185840707,0.5117533185840708,0.3912448700410397,0.8084495488105005,0.5315265486725663,0.581536764635051,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.09302325581395,2,0.2855159844452459,0.036865797813195045
1987-1988,CHI,70,103.42857142857143,84.81428571428572,2.9285714285714284,0.03452922351355903,26.985714285714284,0.31817416203469767,0.4857672225029476,0.22926829268292684,0.7543673901535204,0.48972545056425804,0.5348573319779675,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.81428571428572,2,-0.03803295250311255,-0.25020227226578773
1987-1988,CLE,76,103.75,82.17105263157895,4.118421052631579,0.05012009607686149,29.25,0.35596477181745395,0.4899919935948759,0.3706070287539936,0.7417903733693207,0.4992794235388311,0.5458167661619909,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.17105263157895,2,-0.03480701383980494,-0.22385089194948907
1987-1988,DAL,91,109.82417582417582,87.74725274725274,6.164835164835165,0.07025673137132123,30.373626373626372,0.3461490294301816,0.4796493425172198,0.29233511586452765,0.7850940665701881,0.4899185973700689,0.5430836981424081,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.74725274725274,2,0.21958568811662252,-0.07025423250882383
1987-1988,DEN,73,117.93150684931507,96.75342465753425,7.095890410958904,0.07333994053518335,29.45205479452055,0.3044032280900467,0.47515220161404503,0.3127413127413127,0.8069767441860465,0.48662041625371655,0.537457859907604,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,96.75342465753425,2,0.42148397267756377,-0.003937922108053517
1987-1988,GSW,64,108.296875,90.359375,3.84375,0.04253847484004842,26.78125,0.2963859588448902,0.4739754452706208,0.3130081300813008,0.8004667444574096,0.4806328895037178,0.5301231727539176,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,90.359375,2,0.1267964225700176,-0.17539256299883207
1987-1988,HOU,57,108.73684210526316,89.56140350877193,3.43859649122807,0.038393731635651324,31.17543859649123,0.34809010773751226,0.4671890303623898,0.23469387755102042,0.7777152504220597,0.471694417238002,0.5264248634251081,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.56140350877193,2,0.007130937819211098,-0.31577562780537255
1987-1988,IND,30,108.23333333333333,88.7,5.866666666666666,0.06614054866591507,25.6,0.28861330326944756,0.4885381435550545,0.36363636363636365,0.7591145833333334,0.5005636978579482,0.5413615568271244,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.7,2,0.1615606963274452,-0.21370548000560416
1987-1988,LAC,53,98.60377358490567,87.13207547169812,3.7735849056603774,0.043308791684711995,27.67924528301887,0.3176699870073625,0.4462970983109571,0.225,0.721881390593047,0.4511693373754872,0.4964396178953848,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.13207547169812,2,0.07194750973512452,-0.30333843638662855
1987-1988,LAL,64,109.578125,84.703125,5.984375,0.07065117137059583,30.59375,0.36118797269876407,0.4952960708356392,0.2924281984334204,0.7819203268641471,0.5056262682161963,0.5581359072474102,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.703125,2,0.07081897841971813,-0.2027351438416291
1987-1988,MIL,46,107.43478260869566,86.47826086956522,5.086956521739131,0.058823529411764705,29.108695652173914,0.3366013071895425,0.48139768728004023,0.31196581196581197,0.7759522031366691,0.4905731523378582,0.5410364427784444,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.47826086956522,2,0.05029462817414459,-0.27246930305243783
1987-1988,NYK,35,104.97142857142858,88.11428571428571,6.542857142857143,0.07425421530479896,27.885714285714286,0.3164721141374838,0.4675745784695201,0.3231441048034934,0.7336065573770492,0.4795719844357977,0.5228494011567011,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.11428571428571,2,0.19928047193175386,-0.23517899156491026
1987-1988,PHI,23,108.04347826086956,85.73913043478261,4.869565217391305,0.056795131845841784,33.04347826086956,0.385395537525355,0.473630831643002,0.36607142857142855,0.7578947368421053,0.484026369168357,0.5387183489420742,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.73913043478261,2,-0.08025397916931541,-0.4415272979051762
1987-1988,PHX,31,107.74193548387096,89.87096774193549,4.290322580645161,0.04773869346733668,27.580645161290324,0.3068916008614501,0.47738693467336685,0.3157894736842105,0.7461988304093568,0.4849246231155779,0.5281133388147492,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.87096774193549,2,0.06762041093061748,-0.30497025713634845
1987-1988,POR,29,115.62068965517241,91.3103448275862,5.620689655172414,0.061555891238670696,32.55172413793103,0.3564954682779456,0.4879154078549849,0.32515337423312884,0.7584745762711864,0.4979229607250755,0.5472748877050037,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.3103448275862,2,0.07422619031210723,-0.32441336336983256
1987-1988,SAC,21,109.52380952380952,91.04761904761905,5.714285714285714,0.06276150627615062,29.904761904761905,0.3284518828451883,0.4675732217573222,0.35833333333333334,0.7468152866242038,0.47881799163179917,0.5255172918037581,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,91.04761904761905,2,0.13315345906849668,-0.3206457190463544
1987-1988,SAS,15,110.2,90.13333333333334,4.133333333333334,0.04585798816568047,31.333333333333332,0.34763313609467456,0.47411242603550297,0.3548387096774194,0.7425531914893617,0.4822485207100592,0.5302155504234026,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,90.13333333333334,2,-0.02970732783443924,-0.43093135460399834
1987-1988,SEA,9,109.0,89.77777777777777,9.777777777777779,0.10891089108910891,31.0,0.34529702970297027,0.46534653465346537,0.3181818181818182,0.7204301075268817,0.48267326732673266,0.5269886974085694,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.77777777777777,2,0.33452538025005363,-0.25703509440557576
1987-1988,UTA,4,106.0,87.75,3.5,0.039886039886039885,29.0,0.33048433048433046,0.4757834757834758,0.2857142857142857,0.7413793103448276,0.48148148148148145,0.5273107153517063,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.75,2,-0.10370178270752196,-0.48947296803888013
1987-1988,WSB,10,101.6,81.9,2.3,0.028083028083028084,32.8,0.4004884004884005,0.4700854700854701,0.17391304347826086,0.7378048780487805,0.4725274725274725,0.527342939002616,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.9,2,-0.34438764490847595,-0.6510926588201422
