team,metric,yoy_delta,slope,first_value,last_value,seasons_count
LAC,BLK_per_game,0.0,0.0,0.0,0.0,47
DAL,TS_pct,-3.265188280873969,0.00259312351357181,3.847256347256347,0.5820680663823777,45
DAL,eFG_pct,0.5480346031264228,0.003111328811262924,0.0,0.5480346031264228,45
DAL,pace_proxy,86.69736842105263,0.1028967345900988,0.0,86.69736842105263,45
DAL,REB_per_game,0.0,0.0,0.0,0.0,45
DAL,OREB_per_game,0.0,0.0,0.0,0.0,45
DAL,AST_to_TOV,0.0,0.0,0.0,0.0,45
DAL,STL_per_game,0.0,0.0,0.0,0.0,45
DAL,BLK_per_game,0.0,0.0,0.0,0.0,45
DET,TS_pct,-0.01763753805205892,0.008301426420021936,0.5600927049994482,0.5424551669473893,35
DET,eFG_pct,0.016559614612605356,0.005717869756223693,0.5047169811320755,0.5212765957446809,35
DET,pace_proxy,14.5,-0.06666666666665788,79.5,94.0,35
DET,REB_per_game,0.0,0.0,0.0,0.0,35
DET,OREB_per_game,0.0,0.0,0.0,0.0,35
DET,AST_to_TOV,0.0,0.0,0.0,0.0,35
DET,STL_per_game,0.0,0.0,0.0,0.0,35
DET,BLK_per_game,0.0,0.0,0.0,0.0,35
MIA,TS_pct,0.06857713569283774,-0.0012710074710701204,0.5022576522282653,0.5708347879211031,37
MIA,eFG_pct,0.0751267582640664,-0.0010094936805388325,0.4621372031662269,0.5372639614302933,37
MIA,pace_proxy,1.1969696969696884,0.7156908349344466,86.13636363636364,87.33333333333333,37
MIA,REB_per_game,0.0,0.0,0.0,0.0,37
MIA,OREB_per_game,0.0,0.0,0.0,0.0,37
MIA,AST_to_TOV,0.0,0.0,0.0,0.0,37
MIA,STL_per_game,0.0,0.0,0.0,0.0,37
MIA,BLK_per_game,0.0,0.0,0.0,0.0,37
MIN,TS_pct,0.09755895949757615,0.010284732816312378,0.4972189848110142,0.5947779443085903,36
MIN,eFG_pct,0.11153401333965707,0.010318185785423348,0.4490454423232051,0.5605794556628622,36
MIN,pace_proxy,3.092657342657347,-0.9111022705517462,84.52272727272727,87.61538461538461,36
MIN,REB_per_game,0.0,0.0,0.0,0.0,36
MIN,OREB_per_game,0.0,0.0,0.0,0.0,36
MIN,AST_to_TOV,0.0,0.0,0.0,0.0,36
MIN,STL_per_game,0.0,0.0,0.0,0.0,36
MIN,BLK_per_game,0.0,0.0,0.0,0.0,36
ORL,TS_pct,0.03795519030203942,0.010588318886887492,0.5179339017687267,0.5558890920707661,36
ORL,eFG_pct,0.05106333927376461,0.010517871487395518,0.4663964876730834,0.517459826946848,36
ORL,pace_proxy,-9.556891025641022,-1.8470018080544393,92.53125,82.97435897435898,36
ORL,REB_per_game,0.0,0.0,0.0,0.0,36
ORL,OREB_per_game,0.0,0.0,0.0,0.0,36
ORL,AST_to_TOV,0.0,0.0,0.0,0.0,36
ORL,STL_per_game,0.0,0.0,0.0,0.0,36
ORL,BLK_per_game,0.0,0.0,0.0,0.0,36
MEM,TS_pct,0.12838471338307111,0.005243540905016046,0.462491822344988,0.5908765357280591,29
MEM,eFG_pct,0.1288542675875864,0.003062098262446172,0.4255102040816326,0.554364471669219,29
MEM,pace_proxy,11.619047619047606,-0.652380952380941,81.66666666666667,93.28571428571428,29
MEM,REB_per_game,0.0,0.0,0.0,0.0,29
MEM,OREB_per_game,0.0,0.0,0.0,0.0,29
MEM,AST_to_TOV,0.0,0.0,0.0,0.0,29
MEM,STL_per_game,0.0,0.0,0.0,0.0,29
MEM,BLK_per_game,0.0,0.0,0.0,0.0,29
TOR,TS_pct,-0.014372756067134285,-0.0033399592962659796,0.5447223695597555,0.5303496134926212,30
TOR,eFG_pct,-0.007402648515997645,-0.0019378498973182533,0.505591054313099,0.4981884057971014,30
TOR,pace_proxy,19.161764705882362,2.0381862745098105,78.25,97.41176470588236,30
TOR,REB_per_game,0.0,0.0,0.0,0.0,30
TOR,OREB_per_game,0.0,0.0,0.0,0.0,30
TOR,AST_to_TOV,0.0,0.0,0.0,0.0,30
TOR,STL_per_game,0.0,0.0,0.0,0.0,30
TOR,BLK_per_game,0.0,0.0,0.0,0.0,30
WAS,TS_pct,0.06769100534897432,0.012386482058874054,0.5109597156398104,0.5786507209887847,28
WAS,eFG_pct,0.06569367799399756,0.00977016367759606,0.4742424242424242,0.5399361022364217,28
WAS,pace_proxy,6.928571428571431,0.43710317460318,82.5,89.42857142857143,28
WAS,REB_per_game,0.0,0.0,0.0,0.0,28
WAS,OREB_per_game,0.0,0.0,0.0,0.0,28
WAS,AST_to_TOV,0.0,0.0,0.0,0.0,28
WAS,STL_per_game,0.0,0.0,0.0,0.0,28
WAS,BLK_per_game,0.0,0.0,0.0,0.0,28
CHA,TS_pct,0.005827169971793333,-0.007653460428743787,0.5162492023432425,0.5220763723150358,11
CHA,eFG_pct,0.012264455989603185,-0.006315538971283436,0.4711787564766839,0.4834432124662871,11
CHA,pace_proxy,-0.8535193405199664,-0.036725924677726424,81.26315789473684,80.40963855421687,11
CHA,REB_per_game,0.0,0.0,0.0,0.0,11
CHA,OREB_per_game,0.0,0.0,0.0,0.0,11
CHA,AST_to_TOV,0.0,0.0,0.0,0.0,11
CHA,STL_per_game,0.0,0.0,0.0,0.0,11
CHA,BLK_per_game,0.0,0.0,0.0,0.0,11
OKC,TS_pct,0.0504025924481718,0.017127213792974588,0.542260621166718,0.5926632136148898,17
